payer_name,payer_alias,state_or_region,line_of_business,document_title,document_type,document_url,source_page_url,discovery_path,file_type,policy_number,effective_date,last_updated_date,http_status,content_hash_sha256,file_size_bytes,requires_auth,render_mode,extraction_method,confidence_score,scrape_timestamp_utc,notes
UnitedHealthcare,UHC,CO,Exchange,"Colorado: Behavioral health prior authorization requirements for RMHP Individual Exchange plans - Effective Jan. 1, 2024",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/exchanges/behavioral-health/CO-RMHP-Exchange-BH-01-2024.pdf,https://www.uhcprovider.com/en/prior-auth-advance-notification/adv-notification-plan-reqs.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[href$='.pdf'],pdf,,,,200,757594b6e81019b5f59473fa4efda9b18755616287c1596d5c2b3d0317a211db,49570,N,static,css_selector|pdf_text,0.78,2026-09-07T06:16:36Z,
UnitedHealthcare,UHC,VA,Exchange,"Virginia: Optum Behavioral Health Exchange plans Advanced Notification/Prior Authorization effective January 1, 2024",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/exchanges/behavioral-health/VA-Exchange-BH-Prior-Auth-Req-2024.pdf,https://www.uhcprovider.com/en/prior-auth-advance-notification/adv-notification-plan-reqs.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[href$='.pdf'],pdf,,2024-01-01,,200,22f2a40db5b0592669709aa2c547c3ae1a7866683a26c8c618efb818e56ee8f0,168156,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:16:57Z,collapsed 1 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/exchanges/behavioral-health/VA-Exchange-BH-Prior-Auth-Req-2026.pdf)
UnitedHealthcare,UHC,PA,Medicare,Welcome to WebAssist Optum Provider Portal Guide - Discover How to Submit a PSF-750 Online,other,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/pa-requirements/medicare/Med-Adv-WebAssist-Guide-Outpatient-Therapies.pdf,https://www.uhcprovider.com/en/prior-auth-advance-notification/adv-notification-plan-reqs.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[href$='.pdf'],pdf,,,,200,60d6609f09aabcf841d42cbd3c826f96f7d8cea8fdbe95b010c8e7c70970c28d,3144223,N,static,css_selector|pdf_text,0.72,2026-09-07T06:17:01Z,
UnitedHealthcare,UHC,AZ,Medicaid,"Prior Authorization requirements for AHCCCS Complete Care (ACC) Medicaid effective Apr 1, 2026 - UnitedHealthcare Community Plan of Arizona",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-4-1-26.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2026-04-01,,200,39abac8742cddc6e47f74f3e4a690f7c693decc77ebf721b7fce66c9047d1213,824808,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:16:59Z,collapsed 1 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-2-1-26.pdf)
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Complete Care Prior Authorization Requirements Effective Jan. 1, 2026 - UnitedHealthcare Community Plan of Arizona",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-1-1-26.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2026-01-01,,200,f7eef14f62b8bd65d393b03d2b90f10b41cef307ee814cd7b9ff97a9168e1821,790794,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:02Z,
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Complete Care Prior Authorization Requirements Effective November 1, 2025 - UnitedHealthcare Community Plan of Arizona",pa_form,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-11-1-25.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2025-11-01,,200,d02fd2d014010961fb25b2dce6780daf6a238457d4e7eaf97bace826fcfae2ce,744575,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:04Z,collapsed 1 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-10-1-25.pdf)
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Complete Care Prior Authorization Requirements Effective August 1, 2025 - UnitedHealthcare Community Plan of Arizona",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-8-1-25.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2025-08-01,,200,afda2e120bc417113df04bea22f896ff3597c9b6a91232e0fb2b6c42eeca6ecc,717561,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:05Z,collapsed 7 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-CC-Prior-Authorization-7-1-25.pdf)
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Developmentally Disabled Members Prior Authorization Requirements Effective Apr. 1, 2026 - UnitedHealthcare Community Plan of Arizona",pa_form,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-DD-Prior-Authorization-4-1-26.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2026-04-01,,200,eab87a200396471af73ec4816fe6a29e8a12f19a5f76fb6fe15ec8169979c0c4,806319,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:15Z,collapsed 2 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-DD-Prior-Authorization-2-1-26.pdf)
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Developmentally Disabled Members Prior Authorization Requirements Effective November 1, 2025 - UnitedHealthcare Community Plan of Arizona",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-DD-Prior-Authorization-11-1-25.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2025-11-01,,200,1129e862ca7a868cf1c36cb497201b55232ffaac3f8d2655432674d12c56379e,692948,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:19Z,collapsed 9 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-DD-Prior-Authorization-10-1-25.pdf)
UnitedHealthcare,UHC,AZ,Medicaid,"Arizona Long Term Care Prior Authorization Requirements Effective Apr. 1, 2026 - UnitedHealthcare Community Plan of Arizona",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-LTC-Prior-Authorization-4-1-26.pdf,https://www.uhcprovider.com/en/health-plans-by-state/arizona-health-plans/az-comm-plan-home/az-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Arizona'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/arizona-health-plans/az-comm-pl... > anchor[href$='.pdf'],pdf,,2026-04-01,,200,61a72b56addd9341963f8fd86feb16e680270ba2c2c289744160a465eea8bfd5,743445,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:32Z,collapsed 2 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/az/prior-authorization/AZ-UHCCP-LTC-Prior-Authorization-2-1-26.pdf)
UnitedHealthcare,UHC,CO,Medicaid,"UnitedHealthcare Colorado Rocky Mountain Children's Health Plan (CHP) - prior authorization - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-CHP-Prior-Auth-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,878e9847f7926b26a2cd7fc4109b53aeeef3b4cb235f7d51f37a47855292c192,681482,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:48Z,collapsed 5 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-CHP-Prior-Auth-5-1-2026.pdf)
UnitedHealthcare,UHC,CO,Multiple,"Colorado Rocky Mountain Health Plan Prime - Prior Authorization - Effective Sept. 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-Prior-Auth-9-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-09-01,,200,b5b83caa75d37bf18f84c1749970478a6cec497ff2f5f93a59b511b1cdf9c2a4,454928,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:49Z,
UnitedHealthcare,UHC,CO,Multiple,"Behavioral Health prior authorization requirements for Rocky Mountain Health Plans CHP+ - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-CHP-Plus-BH-Prior-Auth-07-01-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,6a43b244202eae426fb6c68a3f44fd853be7dbb028fda68ef8c8d034ddd4ee10,278763,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:50Z,collapsed 2 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-CHP-Plus-BH-Prior-Auth-04-01-2026.pdf)
UnitedHealthcare,UHC,CO,Medicaid,"UnitedHealthcare Colorado Rocky Mountain Children's Health Plan (CHP) - prior authorization - Effective Apr. 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-CHP-Prior-Auth-4-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-04-01,,200,1c0a331fd96996b99ed7254f919f5b8233036162ebe22f3ca40bb9ded70de32b,660444,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:17:53Z,collapsed 10 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-CHP-Prior-Auth-3-1-2026.pdf)
UnitedHealthcare,UHC,CO,Multiple,"Behavioral Health prior authorization requirements for Rocky Mountain Health Plans CHP+ - Effective Dec. 1, 2024",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-CHP-Plus-BH-Prior-Auth-12-01-2024.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,,,200,e241008ce790f60c402aa73d685fde124862d54c8aaedfb919463fb1a7a30d30,46917,N,static,css_selector|pdf_text,0.78,2026-09-07T06:18:10Z,
UnitedHealthcare,UHC,CO,Multiple,"Colorado Rocky Mountain Health Plan Prime RAE - Prior Authorization - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-RAE-Prior-Auth-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,db3e50b56bbd38465bf5eef626cadb35ff10849cc9c40566dd165407326e1afc,453920,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:13Z,collapsed 6 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-RAE-Prior-Auth-5-1-2026.pdf)
UnitedHealthcare,UHC,CO,Multiple,"Colorado Rocky Mountain Health Plan Prime RAE - Prior Authorization - Effective Feb 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-RAE-Prior-Auth-2-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2026-02-01,,200,3849039a7393dc0a833bf903a47a329689c937cdd9e7f52165dcdc6b3b7b34d2,596805,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:18Z,collapsed 9 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RHMP-RAE-Prior-Auth-1-1-2026.pdf)
UnitedHealthcare,UHC,CO,Multiple,"Behavioral health prior authorization requirements for Rocky Mountain Health plans RAE/PRIME effective Jan. 1, 2024",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-RAE-Prime-BH-Prior-Auth-01-1-2024v2.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,,,200,14d57d79ee5aae2f8b5a18216e1d6454464d178104e2636cd8c91f65b6477f02,52184,N,static,css_selector|pdf_text,0.78,2026-09-07T06:18:34Z,
UnitedHealthcare,UHC,CO,Medicare,"Rocky Mountain Health Plan Dual-Special Needs Plan - DSNP plan (Behavioral Health) - Effective July 01, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-DSNP-Behavioral-Health-Prior-Auth-07-01-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2025-07-01,,200,114cc2a14921b35b746001a23ef1470ae4da09941b1eb5d43d08562b5e59c527,48646,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:35Z,
UnitedHealthcare,UHC,CO,Medicare,"Rocky Mountain Health Plan Dual-Special Needs Plan - DSNP plan (Behavioral Health) - Effective Nov. 21, 2024",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-DSNP-Behavioral-Health-Prior-Auth-11-21-2024.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,,,200,2ccc9d27499b53107e0359662fe924a8f7071fbb2ce3477cd24ad89e7672bbaf,44861,N,static,css_selector|pdf_text,0.78,2026-09-07T06:18:36Z,
UnitedHealthcare,UHC,CO,Medicare,"Colorado UnitedHealthcare Rocky Mountain Medicare Advantage Dual-Special Needs Plans Prior Authorization - Effective February 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-Med-Adv-DSNP-Prior-Auth-2-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/colorado-health-plans/co-comm-plan-home/co-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Colorado'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/colorado-health-plans/co-comm-p... > anchor[href$='.pdf'],pdf,,2025-02-01,,200,de8aea948183f9f9fc85be165493ca9252329f55af7fef6e754d20c3ad2c0eac,693114,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:40Z,collapsed 2 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/co/prior-auth/CO-RMHP-Med-Adv-DSNP-Prior-Auth-11-1-2024.pdf)
UnitedHealthcare,UHC,DC,Medicaid,"Prior Authorization Requirements for District of Columbia LTSS - Effective October 1, 2025",pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/dc/DC-LTSS-Effective-10-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/district-of-columbia-health-plans/dc-comm-plan-home/dc-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='District of Columbia'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/district-of-columbia-health-pla... > anchor[href$='.pdf'],pdf,,2025-10-01,,200,0e70458f3c4b923cd4b36fd9c15f4ca144e088fc96a75810324d5eab8c7840e6,173332,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:43Z,
UnitedHealthcare,UHC,FL,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Requirements Florida - Effective Apr. 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/fl/prior-auth/FL-UHCCP-Prior-Authorization-Effective-4-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/florida-health-plans/fl-comm-plan-home/fl-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Florida'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/florida-health-plans/fl-comm-pl... > anchor[href$='.pdf'],pdf,,2026-04-01,,200,bae2f9238c891631826f695c3efb94464ca56f11422743a89262bd4181c70314,747295,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:18:46Z,collapsed 3 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/fl/prior-auth/FL-UHCCP-Prior-Authorization-Effective-3-1-2026.pdf)
UnitedHealthcare,UHC,HI,Medicaid,"Prior Authorization Requirements for Hawaii Medicaid - Effective February 1, 2026",pa_form,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/hi/prior-authorization/HI-UHCCP-Prior-Authorization-Effective-2-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/hawaii-health-plans/hi-comm-plan-home/hi-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Hawaii'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/hawaii-health-plans/hi-comm-pla... > anchor[href$='.pdf'],pdf,,2026-02-01,,200,25de28dd103ec6e7e9f3dda7f4806020e61af353582cc600a981115de8e88c20,504169,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:19:06Z,collapsed 3 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/hi/prior-authorization/HI-UHCCP-Prior-Authorization-Effective-1-1-2026.pdf)
